Region,Sub-region,Country,Date Completed,1. At the woman's request,1a. To save a woman’s life,1b. To preserve a woman’s health,1c. To preserve a woman’s physical health,1d. To preserve a woman’s mental health,1e. In cases of intellectual or cognitive disability of the woman,1f. In cases of incest,1g. In cases of rape,1h. In cases of foetal impairment,1i. For economic or social reasons,1k. Other (please specify),2a. Gestational limit applies,2b. Authorization of health-care professional(s) required,2c. Parental consent required for minors,2d. Judicial authorization required for minors,2e. Husband’s consent required for married women,2f. Authorized in specially licensed facilities only,2g. Compulsory counselling,2h. Woman required to view ultrasound images and/or listen to foetal heartbeat,2i. Compulsory waiting period,2j. HIV test required,2k. Other STI test(s) required,2l. Police report required in case of rape,2m. Judicial authorization required in case of rape,2n. Prohibition of sex-selective abortion,2o. Other,8. Who can be criminally charged for an illegal abortion?
Latin America,Caribbean,Dominican Republic,2017-05-07,No,No,No,No,No,No,No,No,No,No,     ,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,South America,Ecuador,2021-06-15,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,     ,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,El Salvador,2017-05-07,No,No,No,No,No,No,No,No,No,No,     ,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Caribbean,Grenada,2017-05-07,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"Any act which is done, in good faith and without negligence, for the purpose of medical or surgical treatment of a pregnant woman is justifiable, although it causes or is intended to cause abortion or miscarriage, or premature delivery, or the death of the child.",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,Guatemala,2017-05-07,No,Yes,No,No,No,No,No,No,No,No,     ,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,South America,Guyana,2023-12-18,Yes,Yes,Not Specified,Yes,Yes,Yes,Yes,Yes,Yes,Not Specified,Where the pregnant woman is known to be HIV positive or where there is clear evidence that the pregnancy resulted in spite of the use in good faith of a recognized contraceptive method by the pregnant woman or her partner.,Yes,Restriction Varies By Jurisdiction,No,Not Specified,No,Yes,Yes,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Caribbean,Haiti,2017-05-07,No,No,No,No,No,No,No,No,No,No,     ,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,Honduras,2021-06-15,No,Not Specified,Not Specified,No,No,No,Not Specified,Not Specified,Not Specified,No,     ,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Caribbean,Jamaica,2017-05-07,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,Mexico,2023-03-20,Law Varies By Jurisdiction,Law Varies By Jurisdiction,Law Varies By Jurisdiction,Law Varies By Jurisdiction,Law Varies By Jurisdiction,Law Varies By Jurisdiction,Law Varies By Jurisdiction,Yes,Law Varies By Jurisdiction,Law Varies By Jurisdiction,Not Specified,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,No,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,No,No,Restriction Varies By Jurisdiction,     ,Not Specified
Latin America,Central America,Aguascalientes,2023-03-20,No,Yes,No,No,No,No,No,Yes,No,No,Not Specified,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,Baja California,2023-03-20,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,The pregnancy is the result of non-consensual artificial insemination.,Yes,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider"
Latin America,Central America,Baja California Sur,2023-03-20,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,The pregnancy is the result of non-consensual artificial insemination.,Yes,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,Campeche,2023-03-20,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Not Specified,Yes,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,Chiapas,2023-03-20,No,Yes,No,No,No,No,No,Yes,Yes,No,Not Specified,Yes,Yes,Yes,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,Chihuahua,2023-03-20,No,No,Yes,Yes,No,No,No,Yes,No,Yes,The pregnancy is the result of non-consensual artificial insemination.,Yes,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,Coahuila,2023-03-20,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,When the pregnancy is the result of non-consensual artificial insemination or implantation of an egg in any of the cases referred to in articles 240 and 241 of the Coahuila Penal Code.,Yes,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,Provider
Latin America,Central America,Colima,2023-03-20,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"The pregnancy is the result of non-consensual artificial insemination.
When an authority had previously denied the possibility of interrupting her pregnancy within the period of the first twelve weeks of gestation",Yes,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,Durango,2023-03-20,No,Yes,No,No,No,No,No,Yes,No,No,Not Specified,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,Estado de Mexico,2023-03-20,No,Yes,No,No,No,No,No,Yes,No,No,Not Specified,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider"
Latin America,Central America,Guanajuato,2023-03-20,No,No,No,No,No,No,No,Yes,No,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider"
Latin America,Central America,Guerrero,2023-03-20,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"The pregnancy is the result of non-consensual artificial insemination.

When it is proven by any means that some authority has denied the pregnant woman the possibility of terminating her pregnancy within the first twelve weeks of gestation.",Yes,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Provider, Person who helps a woman obtain abortion"
Latin America,Central America,Hidalgo,2023-03-20,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Artificial insemination,Yes,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,Jalisco,2023-03-20,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Not Specified,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,Mexico City,2023-03-20,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"In cases of forced artificial insemination.

When in the opinion of two medical specialists there is sufficient reason to diagnose that the product presents genetic or congenital alterations that may result in physical or mental damage, to the limit that may jeopardize the survival of the same.

Legal interruption of pregnancy up to 12 completed weeks of gestation, with the woman claiming “unfavorable social, economic or family conditions, such as economic precariousness, being able to study in middle and high school, graduate or postgraduate schools or the dissolution of ties of family affection, among others.”
",Yes,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,Michoacan,2023-03-20,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,When the pregnancy is the result of non-consensual artificial insemination or assisted reproduction,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,Morelos,2023-03-20,No,Yes,No,No,No,No,No,Yes,Yes,No,When the pregnancy is the result of non-consensual artificial insemination ,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,Nayarit,2023-03-20,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Not Specified,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider"
Latin America,Central America,Nuevo Leon,2023-03-20,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Not Specified,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,Oaxaca,2023-03-20,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,In cases of forced artificial insemination ,Yes,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider"
Latin America,Central America,Puebla,2023-03-20,No,Yes,No,No,No,No,No,Yes,Yes,No,Not Specified,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,Querétaro,2023-03-20,No,No,No,No,No,No,No,Yes,No,No,Not Specified,Not Specified,No,No,No,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider"
Latin America,Central America,Quintana Roo,2023-03-20,No,Yes,Yes,No,Yes,No,No,Not Specified,Yes,Yes,Not Specified,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,San Luis Potosi,2023-03-20,No,Yes,No,No,No,No,No,Yes,No,No,Improper insemination,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,Sinaloa,2023-03-20,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Not Specified,Yes,No,Not Specified,No,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider"
Latin America,Central America,Sonora,2023-03-20,No,Yes,No,No,No,No,No,Yes,No,No,Not Specified,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,"Woman, Provider"
Latin America,Central America,Tabasco,2023-03-20,No,Yes,No,No,No,No,No,Yes,No,No,Improper insemination,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider"
Latin America,Central America,Tamaulipas,2023-03-20,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Not Specified,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,Tlaxcala,2023-03-20,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Non-consensual artificial insemination,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,No,No,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,Veracruz,2023-03-20,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,The pregnancy is the result of non-consensual artificial insemination.,Yes,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,Yucatan,2023-03-20,No,Yes,No,No,No,No,No,Yes,Yes,No,Non-consensual artificial insemination. ,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,Zacatecas,2023-03-20,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Not Specified,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,No,No,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,Nicaragua,2017-05-07,No,No,No,No,No,No,No,No,No,No,     ,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Central America,Panama,2017-05-07,No,Yes,No,No,No,No,No,Yes,Yes,No,Not Specified,Yes,Yes,Yes,Not Specified,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Yes,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,South America,Paraguay,2022-11-17,No,Yes,No,No,No,No,No,No,No,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,South America,Peru,2023-12-18,No,Yes,Yes,Yes,Yes,No,No,No,No,No,     ,Yes,Yes,Yes,Not Specified,Not Specified,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"Woman, Provider"
Latin America,Caribbean,Saint Kitts and Nevis,2017-05-07,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Caribbean,Saint Lucia,2017-05-07,Not Specified,Yes,Not Specified,Yes,Yes,Not Specified,Yes,Yes,Not Specified,Not Specified,     ,Yes,Yes,Not Specified,Not Specified,No,Yes,No,Not Specified,Yes,Not Specified,Not Specified,Yes,Not Specified,Not Specified,     ,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Caribbean,Saint Vincent and the Grenadines,2021-11-10,Not Specified,Yes,Not Specified,Yes,Yes,Not Specified,Yes,Yes,Yes,Not Specified,Threat to physical or mental health of any existing children of her family.,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,South America,Suriname,2017-05-07,No,No,No,No,No,No,No,No,No,No,     ,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,Caribbean,Trinidad and Tobago,2017-05-07,Not Specified,Yes,Yes,Yes,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,South America,Uruguay,2023-12-18,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Foetal malformation incompatible with extrauterine life,Yes,Yes,No,Not Specified,Not Specified,No,No,Not Specified,Yes,Not Specified,Not Specified,Yes,Not Specified,Not Specified,Guardian consent is required in cases of mentally disabled woman.,"Woman, Provider, Person who helps a woman obtain abortion"
Latin America,South America,Venezuela,2022-11-17,No,Yes,No,No,No,No,No,No,No,No,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"Woman, Provider, Person who helps a woman obtain abortion"
North America,Northern America,Canada,2020-04-09,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Restriction Varies By Jurisdiction,No,Restriction Varies By Jurisdiction,Not Specified,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,Not Specified
North America,Northern America,Alberta,2020-04-09,Yes,Not Specified,Yes,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Yes,Not Specified,"Profound foetal abnormality criterion: Where there is reliable evidence of a foetal anomaly or abnormalities, or there is a maternal condition or pregnancy complication such as severe pre-term intrauterine growth restriction, or pre-term premature rupture of membranes at pre-viable gestation, that severely impacts the foetus such that the foetus has a low probability of intact foetal survival, or is expected to progress to foetal or infant death; and/or long-term major pain and suffering; and/or severe permanent cognitive and/or physical disability. 
Foetal reduction criterion: Where multiple pregnancies have been diagnosed and it has been determined that foetal reduction will significantly decrease the likelihood of maternal perinatal mortality/morbidity or in circumstances of multiple pregnancy, where one or more of the criteria listed in the Alberta Termination of Pregnancy Policy are met for one or more but not all the foetuses.",Yes,No,No,Not Specified,No,Not Specified,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
North America,Northern America,British Columbia,2020-04-09,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,No,Not Specified,No,Not Specified,Not Specified,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
North America,Northern America,Manitoba,2020-04-09,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Yes,Not Specified,No,Not Specified,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
North America,Northern America,New Brunswick,2020-04-09,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
North America,Northern America,Newfoundland and Labrador ,2020-04-09,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
North America,Northern America,Northwest Territories,2020-04-09,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
North America,Northern America,Nova Scotia,2020-04-09,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Yes,Not Specified,No,Not Specified,No,Not Specified,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
North America,Northern America,Nunavut,2020-04-09,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
North America,Northern America,Ontario,2020-04-09,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
North America,Northern America,Prince Edward Island,2020-04-09,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
North America,Northern America,Quebec,2020-04-09,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Yes,Not Specified,No,Not Specified,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
North America,Northern America,United States of America,2023-12-18,Law Varies By Jurisdiction,Law Varies By Jurisdiction,Law Varies By Jurisdiction,Law Varies By Jurisdiction,Law Varies By Jurisdiction,Law Varies By Jurisdiction,Law Varies By Jurisdiction,Law Varies By Jurisdiction,Law Varies By Jurisdiction,Law Varies By Jurisdiction,Not Specified,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Not Specified,Not Specified,Restriction Varies By Jurisdiction,Not Specified,Restriction Varies By Jurisdiction,Not Specified,Not Specified
Oceania,Not Specified,Australia,2023-12-07,Law Varies By Jurisdiction,Law Varies By Jurisdiction,Law Varies By Jurisdiction,Law Varies By Jurisdiction,Law Varies By Jurisdiction,Law Varies By Jurisdiction,Law Varies By Jurisdiction,Law Varies By Jurisdiction,Law Varies By Jurisdiction,Law Varies By Jurisdiction,     ,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,Restriction Varies By Jurisdiction,     ,Not Specified
Oceania,Not Specified,Capital Territory,2023-12-07,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,Yes,Not Specified,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,     ,"Provider, Person who helps a woman obtain abortion"
Oceania,Not Specified,New South Wales,2023-12-07,Yes,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"According to the Reproductive Healthcare Reform Act, after 22 weeks, in considering whether a termination should be performed on a person a specialist medical practitioner must consider— 
(a)  all relevant medical circumstances, and 
(b)  the person’s current and future physical, psychological and social circumstances, and 
(c)  the professional standards and guidelines that apply to the specialist medical practitioner in relation to the performance of the termination. 
(4)  Without limiting subsection (3), the specialist medical practitioner may ask for advice about the proposed termination from a multi-disciplinary team or hospital advisory committee.   ",Yes,No,Yes,Not Specified,No,No,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,"Provider, Person who helps a woman obtain abortion"
Oceania,Not Specified,Northern Territory,2023-12-07,Not Specified,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Yes,Yes,Yes,Not Specified,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Provider
